YEAR,MONTH,DATE,è„íÜâ∫è{,TIME,ójì˙,ìdóÕé˘óv(ñúkW),ãCâ∑(Åé),ç~êÖó (mm),ì˙è∆éûä‘(éûä‘),ëäëŒéºìx(Åì)
2016,Apr,4,è„,15:00,MON,3312,21.1,0,0.1,63
2016,Apr,4,è„,16:00,MON,3349,20.5,0,0,67
2016,Apr,4,è„,17:00,MON,3346,18.8,0,0,78
2016,Apr,4,è„,18:00,MON,3436,13,0,0,78
2016,Apr,4,è„,19:00,MON,3337,11.3,0,0,79
2016,Apr,4,è„,20:00,MON,3213,10.9,0,0,79
2016,Apr,4,è„,21:00,MON,3067,10.9,0,0,78
2016,Apr,4,è„,22:00,MON,2982,10.5,0,0,83
2016,Apr,4,è„,23:00,MON,2797,10,0,0,88
2016,Apr,5,è„,0:00,TUE,2551,9.8,0,0,95
2016,Apr,5,è„,1:00,TUE,2427,9.9,0.5,0,94
2016,Apr,5,è„,2:00,TUE,2392,9.8,0,0,94
2016,Apr,5,è„,3:00,TUE,2380,9.7,0.5,0,96
2016,Apr,5,è„,4:00,TUE,2415,9.6,0,0,98
2016,Apr,5,è„,5:00,TUE,2524,9.7,0,0,97
2016,Apr,5,è„,6:00,TUE,2767,9.6,0,0,97
2016,Apr,5,è„,7:00,TUE,3056,9.6,0.5,0,96
2016,Apr,5,è„,8:00,TUE,3400,9.6,0,0,94
2016,Apr,5,è„,9:00,TUE,3678,9.7,0,0,88
2016,Apr,5,è„,10:00,TUE,3747,10.5,0,0,66
2016,Apr,5,è„,11:00,TUE,3727,11.6,0,0,65
2016,Apr,5,è„,12:00,TUE,3532,11.7,0,0,58
2016,Apr,5,è„,13:00,TUE,3670,12,0,0,59
2016,Apr,5,è„,14:00,TUE,3640,12.3,0,0,57
2016,Apr,5,è„,15:00,TUE,3589,12.3,0,0,51
2016,Apr,5,è„,16:00,TUE,3579,12.1,0,0,56
2016,Apr,5,è„,17:00,TUE,3579,12,0,0,61
2016,Apr,5,è„,18:00,TUE,3664,11.6,0,0,61
2016,Apr,5,è„,19:00,TUE,3559,11.1,0,0,68
2016,Apr,5,è„,20:00,TUE,3414,11.1,0,0,70
2016,Apr,5,è„,21:00,TUE,3234,12,0,0,58
2016,Apr,5,è„,22:00,TUE,3135,10.9,0,0,67
2016,Apr,5,è„,23:00,TUE,2913,10.8,0,0,65
2016,Apr,6,è„,0:00,WED,2634,10.1,0,0,73
2016,Apr,6,è„,1:00,WED,2496,9.7,0,0,79
2016,Apr,6,è„,2:00,WED,2451,8.6,0,0,84
2016,Apr,6,è„,3:00,WED,2440,8.1,0,0,88
2016,Apr,6,è„,4:00,WED,2478,7.9,0,0,89
2016,Apr,6,è„,5:00,WED,2593,7.7,0,0,96
2016,Apr,6,è„,6:00,WED,2787,8.4,0,0,95
2016,Apr,6,è„,7:00,WED,2955,10.7,0,0.6,83
2016,Apr,6,è„,8:00,WED,3143,13.2,0,1,63
2016,Apr,6,è„,9:00,WED,3301,15.9,0,1,45
2016,Apr,6,è„,10:00,WED,3304,17.1,0,1,36
2016,Apr,6,è„,11:00,WED,3276,18.9,0,1,31
2016,Apr,6,è„,12:00,WED,3106,19,0,1,41
2016,Apr,6,è„,13:00,WED,3216,18.1,0,0.8,43
2016,Apr,6,è„,14:00,WED,3282,19,0,0.5,39
2016,Apr,6,è„,15:00,WED,3258,19.3,0,0.9,34
2016,Apr,6,è„,16:00,WED,3270,18.3,0,0.4,38
2016,Apr,6,è„,17:00,WED,3262,17.3,0,0,41
2016,Apr,6,è„,18:00,WED,3392,16.6,0,0.1,52
2016,Apr,6,è„,19:00,WED,3319,16.2,0,0,60
2016,Apr,6,è„,20:00,WED,3206,16.1,0,0,63
2016,Apr,6,è„,21:00,WED,3055,16,0,0,67
2016,Apr,6,è„,22:00,WED,2948,15.6,0,0,72
2016,Apr,6,è„,23:00,WED,2746,15.8,0,0,69
2016,Apr,7,è„,0:00,THU,2512,15.7,0,0,69
2016,Apr,7,è„,1:00,THU,2387,15.4,0,0,72
2016,Apr,7,è„,2:00,THU,2349,15,0,0,74
2016,Apr,7,è„,3:00,THU,2344,14,0,0,81
2016,Apr,7,è„,4:00,THU,2367,14.3,0,0,83
2016,Apr,7,è„,5:00,THU,2462,14.5,0,0,82
2016,Apr,7,è„,6:00,THU,2695,13.8,0,0,78
2016,Apr,7,è„,7:00,THU,3010,12.2,1.5,0,98
2016,Apr,7,è„,8:00,THU,3362,12.1,2.5,0,99
2016,Apr,7,è„,9:00,THU,3656,12,4.5,0,100
2016,Apr,7,è„,10:00,THU,3764,12.1,7,0,100
2016,Apr,7,è„,11:00,THU,3788,12.3,6,0,100
2016,Apr,7,è„,12:00,THU,3629,12.3,4,0,100
2016,Apr,7,è„,13:00,THU,3740,12.4,3,0,100
2016,Apr,7,è„,14:00,THU,3717,12.7,3.5,0,100
2016,Apr,7,è„,15:00,THU,3656,13.3,1,0,100
2016,Apr,7,è„,16:00,THU,3654,14,0,0,99
2016,Apr,7,è„,17:00,THU,3605,15.3,0,0.1,97
2016,Apr,7,è„,18:00,THU,3637,17,0,0.4,97
2016,Apr,7,è„,19:00,THU,3498,19,0,0,96
2016,Apr,7,è„,20:00,THU,3334,14.2,0,0,94
2016,Apr,7,è„,21:00,THU,3161,13.5,0,0,95
2016,Apr,7,è„,22:00,THU,3008,13.3,0,0,95
2016,Apr,7,è„,23:00,THU,2790,13.3,0,0,92
2016,Apr,8,è„,0:00,FRI,2557,13,0,0,92
2016,Apr,8,è„,1:00,FRI,2440,12.1,0,0,96
2016,Apr,8,è„,2:00,FRI,2403,11.8,0,0,99
2016,Apr,8,è„,3:00,FRI,2389,12.5,0,0,97
2016,Apr,8,è„,4:00,FRI,2418,12.6,0,0,92
2016,Apr,8,è„,5:00,FRI,2488,12.4,0,0,92
2016,Apr,8,è„,6:00,FRI,2652,12.7,0,0.2,86
2016,Apr,8,è„,7:00,FRI,2828,15.3,0,1,65
2016,Apr,8,è„,8:00,FRI,3070,17,0,0.9,54
2016,Apr,8,è„,9:00,FRI,3270,18.3,0,0.5,50
2016,Apr,8,è„,10:00,FRI,3340,19,0,0.1,45
2016,Apr,8,è„,11:00,FRI,3301,21.4,0,0.6,43
2016,Apr,8,è„,12:00,FRI,3153,21.1,0,0.9,45
2016,Apr,8,è„,13:00,FRI,3319,21.3,0,0.2,42
2016,Apr,8,è„,14:00,FRI,3308,20.3,0,0,49
2016,Apr,8,è„,15:00,FRI,3274,17.8,0,0,55
2016,Apr,8,è„,16:00,FRI,3274,16.5,0,0,58
2016,Apr,8,è„,17:00,FRI,3255,16.2,0,0,62
2016,Apr,8,è„,18:00,FRI,3337,15.8,0,0,65
2016,Apr,8,è„,19:00,FRI,3240,15.6,0,0,68
2016,Apr,8,è„,20:00,FRI,3118,15.7,0,0,64
2016,Apr,8,è„,21:00,FRI,2982,15.6,0,0,63
2016,Apr,8,è„,22:00,FRI,2883,15.7,0,0,61
2016,Apr,8,è„,23:00,FRI,2709,15.3,0,0,66
2016,Apr,9,è„,0:00,SAT,2484,14.6,0,0,70
2016,Apr,9,è„,1:00,SAT,2369,13.6,0,0,74
2016,Apr,9,è„,2:00,SAT,2336,14.1,0,0,70
2016,Apr,9,è„,3:00,SAT,2328,13.4,0,0,72
2016,Apr,9,è„,4:00,SAT,2327,12.8,0,0,76
2016,Apr,9,è„,5:00,SAT,2334,11.3,0,0,84
2016,Apr,9,è„,6:00,SAT,2361,11.5,0,0,87
2016,Apr,9,è„,7:00,SAT,2473,14.5,0,0.7,73
2016,Apr,9,è„,8:00,SAT,2637,16.2,0,0.9,67
2016,Apr,9,è„,9:00,SAT,2765,18.5,0,1,61
2016,Apr,9,è„,10:00,SAT,2805,19.7,0,1,48
2016,Apr,9,è„,11:00,SAT,2822,20.8,0,1,45
2016,Apr,9,è„,12:00,SAT,2777,21.9,0,1,44
2016,Apr,9,è„,13:00,SAT,2850,22.8,0,1,45
2016,Apr,9,è„,14:00,SAT,2838,20.9,0,0.7,49
2016,Apr,9,è„,15:00,SAT,2814,20.8,0,0.1,54
2016,Apr,9,è„,16:00,SAT,2815,20.2,0,0.1,56
2016,Apr,9,è„,17:00,SAT,2876,19.1,0,0,64
2016,Apr,9,è„,18:00,SAT,3053,18.4,0,0,68
2016,Apr,9,è„,19:00,SAT,3019,17.9,0,0,58
2016,Apr,9,è„,20:00,SAT,2927,17.2,0,0,57
2016,Apr,9,è„,21:00,SAT,2764,17.2,0,0,60
2016,Apr,9,è„,22:00,SAT,2666,16.6,0,0,58
2016,Apr,9,è„,23:00,SAT,2516,16.2,0,0,60
2016,Apr,10,è„,0:00,SUN,2347,15.9,0,0,64
2016,Apr,10,è„,1:00,SUN,2248,15.2,0,0,72
2016,Apr,10,è„,2:00,SUN,2230,14.7,0,0,76
2016,Apr,10,è„,3:00,SUN,2233,13.7,0,0,83
2016,Apr,10,è„,4:00,SUN,2231,12.8,0,0,91
2016,Apr,10,è„,5:00,SUN,2217,12.4,0,0,94
2016,Apr,10,è„,6:00,SUN,2215,13,0,0,91
2016,Apr,10,è„,7:00,SUN,2299,14.9,0,0,82
2016,Apr,10,è„,8:00,SUN,2408,17.6,0,0,70
2016,Apr,10,è„,9:00,SUN,2541,18.7,0,0.5,60
2016,Apr,10,è„,10:00,SUN,2601,20.1,0,1,54
2016,Apr,10,è„,11:00,SUN,2608,22.1,0,1,45
2016,Apr,10,è„,12:00,SUN,2661,22.4,0,1,35
2016,Apr,10,è„,13:00,SUN,2644,22.5,0,0.7,33
2016,Apr,10,è„,14:00,SUN,2625,22.4,0,0,27
2016,Apr,10,è„,15:00,SUN,2629,22.5,0,0,37
2016,Apr,10,è„,16:00,SUN,2672,21.2,0,0,40
2016,Apr,10,è„,17:00,SUN,2806,20.1,0,0,50
2016,Apr,10,è„,18:00,SUN,3005,19.2,0,0,53
2016,Apr,10,è„,19:00,SUN,2983,18.4,0,0,49
2016,Apr,10,è„,20:00,SUN,2889,16.8,0,0,56
2016,Apr,10,è„,21:00,SUN,2750,14.7,0,0,75
2016,Apr,10,è„,22:00,SUN,2592,12.6,0,0,79
2016,Apr,10,è„,23:00,SUN,2426,12.5,0,0,80
2016,Apr,11,íÜ,0:00,MON,2238,12.5,0,0,79
2016,Apr,11,íÜ,1:00,MON,2150,11.6,0,0,80
2016,Apr,11,íÜ,2:00,MON,2149,11.5,0,0,81
2016,Apr,11,íÜ,3:00,MON,2171,11.4,0,0,80
2016,Apr,11,íÜ,4:00,MON,2215,11.4,0,0,80
2016,Apr,11,íÜ,5:00,MON,2324,11.1,0,0,80
2016,Apr,11,íÜ,6:00,MON,2546,10.9,0,0,82
2016,Apr,11,íÜ,7:00,MON,2823,11,0,0,80
2016,Apr,11,íÜ,8:00,MON,3116,11.3,0,0,77
2016,Apr,11,íÜ,9:00,MON,3339,12,0,0,75
2016,Apr,11,íÜ,10:00,MON,3367,13.8,0,0.5,58
2016,Apr,11,íÜ,11:00,MON,3333,14.1,0,0.5,41
2016,Apr,11,íÜ,12:00,MON,3193,15.5,0,0,27
2016,Apr,11,íÜ,13:00,MON,3313,16.8,0,0.9,27
2016,Apr,11,íÜ,14:00,MON,3332,16.2,0,1,23
2016,Apr,11,íÜ,15:00,MON,3338,15.4,0,1,24
2016,Apr,11,íÜ,16:00,MON,3401,13.8,0,1,25
2016,Apr,11,íÜ,17:00,MON,3474,11.7,0,1,24
2016,Apr,11,íÜ,18:00,MON,3634,10.2,0,0.3,23
2016,Apr,11,íÜ,19:00,MON,3556,9.5,0,0,25
2016,Apr,11,íÜ,20:00,MON,3438,8.5,0,0,32
2016,Apr,11,íÜ,21:00,MON,3304,8.2,0,0,34
2016,Apr,11,íÜ,22:00,MON,3221,8,0,0,35
2016,Apr,11,íÜ,23:00,MON,2999,7.6,0,0,35
2016,Apr,12,íÜ,0:00,TUE,2702,7.7,0,0,35
2016,Apr,12,íÜ,1:00,TUE,2566,7.5,0,0,37
2016,Apr,12,íÜ,2:00,TUE,2526,7.2,0,0,41
2016,Apr,12,íÜ,3:00,TUE,2526,6.5,0,0,45
2016,Apr,12,íÜ,4:00,TUE,2566,6,0,0,47
2016,Apr,12,íÜ,5:00,TUE,2687,5.6,0,0,51
2016,Apr,12,íÜ,6:00,TUE,2949,5.5,0,0.2,52
2016,Apr,12,íÜ,7:00,TUE,3095,6.4,0,1,46
2016,Apr,12,íÜ,8:00,TUE,3286,8.4,0,1,39
2016,Apr,12,íÜ,9:00,TUE,3447,9.8,0,1,35
2016,Apr,12,íÜ,10:00,TUE,3472,10.4,0,1,25
2016,Apr,12,íÜ,11:00,TUE,3447,11.5,0,1,24
2016,Apr,12,íÜ,12:00,TUE,3257,12.1,0,1,18
2016,Apr,12,íÜ,13:00,TUE,3380,12.6,0,1,24
2016,Apr,12,íÜ,14:00,TUE,3381,14.1,0,1,30
2016,Apr,12,íÜ,15:00,TUE,3364,13.5,0,1,33
2016,Apr,12,íÜ,16:00,TUE,3412,13.2,0,1,38
2016,Apr,12,íÜ,17:00,TUE,3461,13.2,0,1,41
2016,Apr,12,íÜ,18:00,TUE,3617,12.1,0,0.2,50
2016,Apr,12,íÜ,19:00,TUE,3543,12.3,0,0,55
2016,Apr,12,íÜ,20:00,TUE,3403,12.4,0,0,59
2016,Apr,12,íÜ,21:00,TUE,3241,12.7,0,0,61
2016,Apr,12,íÜ,22:00,TUE,3106,12.6,0,0,65
2016,Apr,12,íÜ,23:00,TUE,2860,13,0,0,65
2016,Apr,13,íÜ,0:00,WED,2606,13.1,0,0,66
2016,Apr,13,íÜ,1:00,WED,2471,13.3,0,0,67
2016,Apr,13,íÜ,2:00,WED,2440,13.2,0,0,66
2016,Apr,13,íÜ,3:00,WED,2439,11.6,0,0,60
2016,Apr,13,íÜ,4:00,WED,2456,11.3,0,0,68
2016,Apr,13,íÜ,5:00,WED,2559,10.8,0,0,73
2016,Apr,13,íÜ,6:00,WED,2808,11,0,0,83
2016,Apr,13,íÜ,7:00,WED,3062,11.4,0,0,87
2016,Apr,13,íÜ,8:00,WED,3340,11.6,0,0,83
2016,Apr,13,íÜ,9:00,WED,3577,11.7,0,0,82
2016,Apr,13,íÜ,10:00,WED,3588,12.7,0,0,85
2016,Apr,13,íÜ,11:00,WED,3552,14.2,0,0,86
2016,Apr,13,íÜ,12:00,WED,3350,14.8,0,0,84
2016,Apr,13,íÜ,13:00,WED,3474,17,0,0,63
2016,Apr,13,íÜ,14:00,WED,3385,18,0,0,57
2016,Apr,13,íÜ,15:00,WED,3347,19,0,0.2,58
2016,Apr,13,íÜ,16:00,WED,3398,18,0,0.5,63
2016,Apr,13,íÜ,17:00,WED,3443,17.1,0,0,64
2016,Apr,13,íÜ,18:00,WED,3518,16,0,0,77
2016,Apr,13,íÜ,19:00,WED,3401,16,0,0,78
2016,Apr,13,íÜ,20:00,WED,3256,16.2,0,0,77
2016,Apr,13,íÜ,21:00,WED,3121,15.7,0,0,83
2016,Apr,13,íÜ,22:00,WED,3026,15.2,0.5,0,97
2016,Apr,13,íÜ,23:00,WED,2809,15,0.5,0,100
2016,Apr,14,íÜ,0:00,THU,2574,15.1,0.5,0,100
2016,Apr,14,íÜ,1:00,THU,2449,14.9,3.5,0,100
2016,Apr,14,íÜ,2:00,THU,2429,14.8,2.5,0,100
2016,Apr,14,íÜ,3:00,THU,2435,14.4,4.5,0,100
2016,Apr,14,íÜ,4:00,THU,2452,13.8,5,0,100
2016,Apr,14,íÜ,5:00,THU,2538,13.8,2.5,0,100
2016,Apr,14,íÜ,6:00,THU,2732,13.2,1.5,0,100
2016,Apr,14,íÜ,7:00,THU,2978,13.3,0,0,100
2016,Apr,14,íÜ,8:00,THU,3278,13.9,0,0,99
2016,Apr,14,íÜ,9:00,THU,3494,14.1,0.5,0,100
2016,Apr,14,íÜ,10:00,THU,3554,14.3,0,0,99
2016,Apr,14,íÜ,11:00,THU,3542,14.5,0,0,98
2016,Apr,14,íÜ,12:00,THU,3357,15.2,0,0,96
2016,Apr,14,íÜ,13:00,THU,3474,15.4,0,0,95
2016,Apr,14,íÜ,14:00,THU,3429,16.3,0,0,87
2016,Apr,14,íÜ,15:00,THU,3350,16.9,0,0,84
2016,Apr,14,íÜ,16:00,THU,3379,17.1,0,0,83
2016,Apr,14,íÜ,17:00,THU,3376,17.3,0,0,84
2016,Apr,14,íÜ,18:00,THU,3463,16.5,0,0,91
2016,Apr,14,íÜ,19:00,THU,3373,15.6,0,0,94
2016,Apr,14,íÜ,20:00,THU,3218,14.9,0,0,98
2016,Apr,14,íÜ,21:00,THU,3064,14.9,0,0,94
2016,Apr,14,íÜ,22:00,THU,2950,14.4,0,0,97
2016,Apr,14,íÜ,23:00,THU,2760,14.7,0,0,97
2016,Apr,15,íÜ,0:00,FRI,2562,14.6,0,0,98
2016,Apr,15,íÜ,1:00,FRI,2437,14.4,0,0,99
2016,Apr,15,íÜ,2:00,FRI,2403,16.5,0,0,55
2016,Apr,15,íÜ,3:00,FRI,2417,16.6,0,0,48
2016,Apr,15,íÜ,4:00,FRI,2446,15.6,0,0,51
2016,Apr,15,íÜ,5:00,FRI,2515,15.1,0,0,37
2016,Apr,15,íÜ,6:00,FRI,2691,14.9,0,0.3,35
2016,Apr,15,íÜ,7:00,FRI,2863,16.1,0,1,29
2016,Apr,15,íÜ,8:00,FRI,3053,17.9,0,1,27
2016,Apr,15,íÜ,9:00,FRI,3248,18.2,0,1,27
2016,Apr,15,íÜ,10:00,FRI,3274,19.1,0,1,25
2016,Apr,15,íÜ,11:00,FRI,3268,19,0,1,23
2016,Apr,15,íÜ,12:00,FRI,3079,20.4,0,1,26
2016,Apr,15,íÜ,13:00,FRI,3222,19.8,0,1,19
2016,Apr,15,íÜ,14:00,FRI,3224,19.9,0,1,23
2016,Apr,15,íÜ,15:00,FRI,3230,19.1,0,1,20
2016,Apr,15,íÜ,16:00,FRI,3278,18.2,0,1,19
2016,Apr,15,íÜ,17:00,FRI,3262,17,0,1,21
2016,Apr,15,íÜ,18:00,FRI,3367,15.6,0,0.8,24
2016,Apr,15,íÜ,19:00,FRI,3304,14.7,0,0,23
2016,Apr,15,íÜ,20:00,FRI,3172,13.8,0,0,23
2016,Apr,15,íÜ,21:00,FRI,3051,13.5,0,0,21
2016,Apr,15,íÜ,22:00,FRI,2956,12.2,0,0,28
2016,Apr,15,íÜ,23:00,FRI,2750,12.4,0,0,24
2016,Apr,16,íÜ,0:00,SAT,2524,11.7,0,0,25
2016,Apr,16,íÜ,1:00,SAT,2414,11.7,0,0,27
2016,Apr,16,íÜ,2:00,SAT,2377,11.8,0,0,27
2016,Apr,16,íÜ,3:00,SAT,2368,10.8,0,0,27
2016,Apr,16,íÜ,4:00,SAT,2371,11,0,0,26
2016,Apr,16,íÜ,5:00,SAT,2377,12.1,0,0,43
2016,Apr,16,íÜ,6:00,SAT,2450,12.1,0,0,43
2016,Apr,16,íÜ,7:00,SAT,2567,12.3,0,0.1,45
2016,Apr,16,íÜ,8:00,SAT,2755,13.4,0,0.3,48
2016,Apr,16,íÜ,9:00,SAT,2867,14.5,0,0.2,48
2016,Apr,16,íÜ,10:00,SAT,2911,15.5,0,0.2,46
2016,Apr,16,íÜ,11:00,SAT,2896,17.6,0,0.2,46
2016,Apr,16,íÜ,12:00,SAT,2830,18.2,0,0.2,48
2016,Apr,16,íÜ,13:00,SAT,2856,19.8,0,0.3,51
2016,Apr,16,íÜ,14:00,SAT,2840,19.8,0,0.7,56
2016,Apr,16,íÜ,15:00,SAT,2818,19.9,0,0.7,52
2016,Apr,16,íÜ,16:00,SAT,2845,19.7,0,0.5,44
2016,Apr,16,íÜ,17:00,SAT,2897,19,0,0.4,47
2016,Apr,16,íÜ,18:00,SAT,3081,17.7,0,0.1,52
2016,Apr,16,íÜ,19:00,SAT,3068,17.2,0,0,59
2016,Apr,16,íÜ,20:00,SAT,2971,16.9,0,0,61
2016,Apr,16,íÜ,21:00,SAT,2813,16.7,0,0,51
2016,Apr,16,íÜ,22:00,SAT,2696,17.3,0,0,45
2016,Apr,16,íÜ,23:00,SAT,2537,17.4,0,0,46
2016,Apr,17,íÜ,0:00,SUN,2341,17.4,0,0,50
2016,Apr,17,íÜ,1:00,SUN,2241,17.1,0,0,55
2016,Apr,17,íÜ,2:00,SUN,2219,17.5,0,0,70
2016,Apr,17,íÜ,3:00,SUN,2202,17.6,0,0,69
2016,Apr,17,íÜ,4:00,SUN,2189,17.4,0,0,75
2016,Apr,17,íÜ,5:00,SUN,2180,17.7,0,0,66
2016,Apr,17,íÜ,6:00,SUN,2207,17.7,0,0,68
2016,Apr,17,íÜ,7:00,SUN,2325,17.9,0,0,70
2016,Apr,17,íÜ,8:00,SUN,2526,18.4,0,0,69
2016,Apr,17,íÜ,9:00,SUN,2688,18.5,0,0.1,69
2016,Apr,17,íÜ,10:00,SUN,2742,18.9,0,0,68
2016,Apr,17,íÜ,11:00,SUN,2777,18,0,0,82
2016,Apr,17,íÜ,12:00,SUN,2781,17.8,0,0,84
2016,Apr,17,íÜ,13:00,SUN,2766,17.7,4,0,97
2016,Apr,17,íÜ,14:00,SUN,2701,19.2,2,0,92
2016,Apr,17,íÜ,15:00,SUN,2728,22.3,0,0.2,74
2016,Apr,17,íÜ,16:00,SUN,2776,22.9,0,1,70
2016,Apr,17,íÜ,17:00,SUN,2875,22.6,0,1,69
2016,Apr,17,íÜ,18:00,SUN,3075,21.9,0,0.7,69
2016,Apr,17,íÜ,19:00,SUN,3077,21.1,0,0,74
2016,Apr,17,íÜ,20:00,SUN,2959,20.7,0,0,74
2016,Apr,17,íÜ,21:00,SUN,2794,20.4,0,0,74
2016,Apr,17,íÜ,22:00,SUN,2622,19.5,0,0,77
2016,Apr,17,íÜ,23:00,SUN,2452,19.5,0,0,73
2016,Apr,18,íÜ,0:00,MON,2280,18.7,0,0,80
