YEAR,MONTH,DATE,è„íÜâ∫è{,TIME,ójì˙,ìdóÕé˘óv(ñúkW),ãCâ∑(Åé),ç~êÖó (mm),ì˙è∆éûä‘(éûä‘),ëäëŒéºìx(Åì)
2019,Jan,3,è„,9:00,THU,3105,4.9,0,1,48
2019,Jan,3,è„,10:00,THU,2946,6.7,0,1,44
2019,Jan,3,è„,11:00,THU,2819,8.5,0,1,38
2019,Jan,3,è„,12:00,THU,2755,10.2,0,1,34
2019,Jan,3,è„,13:00,THU,2711,10.4,0,1,31
2019,Jan,3,è„,14:00,THU,2718,9.8,0,1,27
2019,Jan,3,è„,15:00,THU,2818,9.1,0,1,32
2019,Jan,3,è„,16:00,THU,3090,8.1,0,1,33
2019,Jan,3,è„,17:00,THU,3442,7.1,0,0.4,37
2019,Jan,3,è„,18:00,THU,3545,6.1,0,0,41
2019,Jan,3,è„,19:00,THU,3553,5.1,0,0,47
2019,Jan,3,è„,20:00,THU,3535,4.9,0,0,48
2019,Jan,3,è„,21:00,THU,3447,4.1,0,0,53
2019,Jan,3,è„,22:00,THU,3276,3.9,0,0,54
2019,Jan,3,è„,23:00,THU,3097,3.4,0,0,55
2019,Jan,4,è„,0:00,FRI,2853,3.3,0,0,55
2019,Jan,4,è„,1:00,FRI,2713,2.4,0,0,57
2019,Jan,4,è„,2:00,FRI,2648,2.7,0,0,56
2019,Jan,4,è„,3:00,FRI,2617,2,0,0,61
2019,Jan,4,è„,4:00,FRI,2623,2.1,0,0,61
2019,Jan,4,è„,5:00,FRI,2758,1.1,0,0,63
2019,Jan,4,è„,6:00,FRI,3112,0.6,0,0,67
2019,Jan,4,è„,7:00,FRI,3449,0.5,0,0,69
2019,Jan,4,è„,8:00,FRI,3665,2.1,0,0.5,62
2019,Jan,4,è„,9:00,FRI,3624,4.1,0,1,54
2019,Jan,4,è„,10:00,FRI,3441,6.7,0,1,48
2019,Jan,4,è„,11:00,FRI,3291,8.1,0,1,40
2019,Jan,4,è„,12:00,FRI,3176,9.1,0,1,38
2019,Jan,4,è„,13:00,FRI,3134,9.1,0,1,35
2019,Jan,4,è„,14:00,FRI,3132,8.8,0,1,38
2019,Jan,4,è„,15:00,FRI,3204,8.4,0,1,44
2019,Jan,4,è„,16:00,FRI,3445,7.7,0,1,48
2019,Jan,4,è„,17:00,FRI,3754,6.3,0,0.4,57
2019,Jan,4,è„,18:00,FRI,3793,4.8,0,0,67
2019,Jan,4,è„,19:00,FRI,3751,7.5,0,0,70
2019,Jan,4,è„,20:00,FRI,3682,5.7,0,0,81
2019,Jan,4,è„,21:00,FRI,3548,6.8,0,0,77
2019,Jan,4,è„,22:00,FRI,3363,6.4,0,0,77
2019,Jan,4,è„,23:00,FRI,3172,5.2,0,0,68
2019,Jan,5,è„,0:00,SAT,2934,3.4,0,0,66
2019,Jan,5,è„,1:00,SAT,2783,3.3,0,0,61
2019,Jan,5,è„,2:00,SAT,2709,2.5,0,0,63
2019,Jan,5,è„,3:00,SAT,2663,1.5,0,0,73
2019,Jan,5,è„,4:00,SAT,2656,1,0,0,74
2019,Jan,5,è„,5:00,SAT,2739,1.6,0,0,70
2019,Jan,5,è„,6:00,SAT,2991,1.1,0,0,72
2019,Jan,5,è„,7:00,SAT,3274,1.8,0,0,71
2019,Jan,5,è„,8:00,SAT,3509,3.4,0,0.5,66
2019,Jan,5,è„,9:00,SAT,3494,6.3,0,1,59
2019,Jan,5,è„,10:00,SAT,3319,10.6,0,1,48
2019,Jan,5,è„,11:00,SAT,3167,11.5,0,1,40
2019,Jan,5,è„,12:00,SAT,3045,13,0,1,40
2019,Jan,5,è„,13:00,SAT,2998,13.7,0,1,38
2019,Jan,5,è„,14:00,SAT,2971,13.4,0,1,39
2019,Jan,5,è„,15:00,SAT,3018,13.4,0,1,40
2019,Jan,5,è„,16:00,SAT,3227,12,0,1,47
2019,Jan,5,è„,17:00,SAT,3545,11.2,0,0.4,44
2019,Jan,5,è„,18:00,SAT,3614,10.5,0,0,43
2019,Jan,5,è„,19:00,SAT,3604,9.5,0,0,42
2019,Jan,5,è„,20:00,SAT,3552,8.4,0,0,43
2019,Jan,5,è„,21:00,SAT,3428,7.3,0,0,45
2019,Jan,5,è„,22:00,SAT,3253,7.1,0,0,43
2019,Jan,5,è„,23:00,SAT,3082,6.6,0,0,43
2019,Jan,6,è„,0:00,SUN,2877,6.1,0,0,44
2019,Jan,6,è„,1:00,SUN,2752,5.6,0,0,45
2019,Jan,6,è„,2:00,SUN,2685,4.9,0,0,46
2019,Jan,6,è„,3:00,SUN,2635,5,0,0,43
2019,Jan,6,è„,4:00,SUN,2609,4.6,0,0,45
2019,Jan,6,è„,5:00,SUN,2657,4.7,0,0,46
2019,Jan,6,è„,6:00,SUN,2836,4.4,0,0,46
2019,Jan,6,è„,7:00,SUN,3072,3.9,0,0,48
2019,Jan,6,è„,8:00,SUN,3338,3.9,0,0.5,49
2019,Jan,6,è„,9:00,SUN,3581,4.9,0,0.6,44
2019,Jan,6,è„,10:00,SUN,3692,5.1,0,1,43
2019,Jan,6,è„,11:00,SUN,3525,5.4,0,0.6,44
2019,Jan,6,è„,12:00,SUN,3431,5.8,0,0,41
2019,Jan,6,è„,13:00,SUN,3428,6.3,0,0,42
2019,Jan,6,è„,14:00,SUN,3379,7.6,0,0,37
2019,Jan,6,è„,15:00,SUN,3413,7.3,0,0,37
2019,Jan,6,è„,16:00,SUN,3669,7,0,0,38
2019,Jan,6,è„,17:00,SUN,3956,6.5,0,0,39
2019,Jan,6,è„,18:00,SUN,4013,6.4,0,0,38
2019,Jan,6,è„,19:00,SUN,3993,6.1,0,0,39
2019,Jan,6,è„,20:00,SUN,3932,5.5,0,0,43
2019,Jan,6,è„,21:00,SUN,3793,4.6,0,0,47
2019,Jan,6,è„,22:00,SUN,3543,3.6,0,0,52
2019,Jan,6,è„,23:00,SUN,3324,3.8,0,0,50
2019,Jan,7,è„,0:00,MON,3055,3.1,0,0,52
2019,Jan,7,è„,1:00,MON,2911,3.4,0,0,50
2019,Jan,7,è„,2:00,MON,2841,3.6,0,0,47
2019,Jan,7,è„,3:00,MON,2807,2.1,0,0,54
2019,Jan,7,è„,4:00,MON,2853,1.3,0,0,55
2019,Jan,7,è„,5:00,MON,3089,0.9,0,0,57
2019,Jan,7,è„,6:00,MON,3622,0.9,0,0,57
2019,Jan,7,è„,7:00,MON,4038,0.6,0,0,57
2019,Jan,7,è„,8:00,MON,4277,3.1,0,0.5,50
2019,Jan,7,è„,9:00,MON,4304,6.1,0,1,40
2019,Jan,7,è„,10:00,MON,4153,8.2,0,1,34
2019,Jan,7,è„,11:00,MON,4042,8.9,0,1,30
2019,Jan,7,è„,12:00,MON,3812,10.2,0,1,30
2019,Jan,7,è„,13:00,MON,3901,9.9,0,1,25
2019,Jan,7,è„,14:00,MON,3897,10.1,0,1,28
2019,Jan,7,è„,15:00,MON,3960,9.8,0,1,27
2019,Jan,7,è„,16:00,MON,4191,8.8,0,1,30
2019,Jan,7,è„,17:00,MON,4404,8,0,0.3,32
2019,Jan,7,è„,18:00,MON,4422,6.6,0,0,38
2019,Jan,7,è„,19:00,MON,4356,6.1,0,0,38
2019,Jan,7,è„,20:00,MON,4277,5.8,0,0,36
2019,Jan,7,è„,21:00,MON,4123,4.5,0,0,41
2019,Jan,7,è„,22:00,MON,3910,3.7,0,0,46
2019,Jan,7,è„,23:00,MON,3632,4,0,0,48
2019,Jan,8,è„,0:00,TUE,3322,3.5,0,0,51
2019,Jan,8,è„,1:00,TUE,3152,2.5,0,0,55
2019,Jan,8,è„,2:00,TUE,3080,2.3,0,0,56
2019,Jan,8,è„,3:00,TUE,3046,1.6,0,0,59
2019,Jan,8,è„,4:00,TUE,3082,2.2,0,0,61
2019,Jan,8,è„,5:00,TUE,3330,1.6,0,0,64
2019,Jan,8,è„,6:00,TUE,3880,0.8,0,0,66
2019,Jan,8,è„,7:00,TUE,4276,0.8,0,0,67
2019,Jan,8,è„,8:00,TUE,4518,1.4,0,0.2,64
2019,Jan,8,è„,9:00,TUE,4542,2.7,0,1,59
2019,Jan,8,è„,10:00,TUE,4374,4.6,0,1,53
2019,Jan,8,è„,11:00,TUE,4248,6.2,0,1,46
2019,Jan,8,è„,12:00,TUE,4028,8.2,0,1,43
2019,Jan,8,è„,13:00,TUE,4006,9.1,0,1,43
2019,Jan,8,è„,14:00,TUE,3983,8.8,0,1,49
2019,Jan,8,è„,15:00,TUE,4004,8.9,0,1,51
2019,Jan,8,è„,16:00,TUE,4206,8.4,0,1,56
2019,Jan,8,è„,17:00,TUE,4460,6.5,0,0.3,63
2019,Jan,8,è„,18:00,TUE,4482,5.9,0,0,66
2019,Jan,8,è„,19:00,TUE,4403,5.2,0,0,67
2019,Jan,8,è„,20:00,TUE,4286,5.4,0,0,68
2019,Jan,8,è„,21:00,TUE,4117,5.1,0,0,65
2019,Jan,8,è„,22:00,TUE,3893,5.2,0,0,63
2019,Jan,8,è„,23:00,TUE,3611,4.8,0,0,60
2019,Jan,9,è„,0:00,WED,3314,3.1,0,0,70
2019,Jan,9,è„,1:00,WED,3141,3.3,0,0,73
2019,Jan,9,è„,2:00,WED,3065,2.4,0,0,80
2019,Jan,9,è„,3:00,WED,3023,3.5,0,0,77
2019,Jan,9,è„,4:00,WED,3045,4.4,0,0,68
2019,Jan,9,è„,5:00,WED,3260,4.2,0,0,63
2019,Jan,9,è„,6:00,WED,3781,3.8,0,0,57
2019,Jan,9,è„,7:00,WED,4145,3.6,0,0,47
2019,Jan,9,è„,8:00,WED,4373,4.3,0,0.4,44
2019,Jan,9,è„,9:00,WED,4406,5.5,0,1,46
2019,Jan,9,è„,10:00,WED,4278,6.2,0,1,43
2019,Jan,9,è„,11:00,WED,4168,6.5,0,1,36
2019,Jan,9,è„,12:00,WED,3948,6.9,0,1,32
2019,Jan,9,è„,13:00,WED,4042,7.4,0,1,32
2019,Jan,9,è„,14:00,WED,4065,7,0,1,31
2019,Jan,9,è„,15:00,WED,4154,6.6,0,1,32
2019,Jan,9,è„,16:00,WED,4412,6,0,1,32
2019,Jan,9,è„,17:00,WED,4686,5.3,0,0.6,33
2019,Jan,9,è„,18:00,WED,4701,4.4,0,0,36
2019,Jan,9,è„,19:00,WED,4638,4.2,0,0,34
2019,Jan,9,è„,20:00,WED,4536,3.4,0,0,37
2019,Jan,9,è„,21:00,WED,4363,3.2,0,0,37
2019,Jan,9,è„,22:00,WED,4125,2.4,0,0,41
2019,Jan,9,è„,23:00,WED,3846,2.2,0,0,42
2019,Jan,10,è„,0:00,THU,3524,1.1,0,0,47
2019,Jan,10,è„,1:00,THU,3354,1.2,0,0,45
2019,Jan,10,è„,2:00,THU,3266,0.2,0,0,49
2019,Jan,10,è„,3:00,THU,3224,0.9,0,0,47
2019,Jan,10,è„,4:00,THU,3257,0.6,0,0,49
2019,Jan,10,è„,5:00,THU,3511,0.1,0,0,53
2019,Jan,10,è„,6:00,THU,4077,-0.7,0,0,56
2019,Jan,10,è„,7:00,THU,4460,-0.5,0,0,56
2019,Jan,10,è„,8:00,THU,4720,0.9,0,0.4,49
2019,Jan,10,è„,9:00,THU,4856,2.7,0,1,44
2019,Jan,10,è„,10:00,THU,4756,3.4,0,0.1,42
2019,Jan,10,è„,11:00,THU,4650,4,0,0,38
2019,Jan,10,è„,12:00,THU,4473,4.7,0,0,36
2019,Jan,10,è„,13:00,THU,4544,4.6,0,0,36
2019,Jan,10,è„,14:00,THU,4505,4.5,0,0,42
2019,Jan,10,è„,15:00,THU,4463,4.9,0,0,40
2019,Jan,10,è„,16:00,THU,4662,4.1,0,0.1,45
2019,Jan,10,è„,17:00,THU,4906,2.3,0,0.2,52
2019,Jan,10,è„,18:00,THU,4918,3.2,0,0,47
2019,Jan,10,è„,19:00,THU,4828,2.7,0,0,48
2019,Jan,10,è„,20:00,THU,4712,1.7,0,0,55
2019,Jan,10,è„,21:00,THU,4534,1.2,0,0,52
2019,Jan,10,è„,22:00,THU,4288,0.4,0,0,57
2019,Jan,10,è„,23:00,THU,3986,0.6,0,0,60
2019,Jan,11,íÜ,0:00,FRI,3637,0.4,0,0,62
2019,Jan,11,íÜ,1:00,FRI,3429,0.2,0,0,66
2019,Jan,11,íÜ,2:00,FRI,3319,0.5,0,0,66
2019,Jan,11,íÜ,3:00,FRI,3261,0.6,0,0,66
2019,Jan,11,íÜ,4:00,FRI,3268,0.1,0,0,69
2019,Jan,11,íÜ,5:00,FRI,3472,1.6,0,0,61
2019,Jan,11,íÜ,6:00,FRI,3963,4.1,0,0,61
2019,Jan,11,íÜ,7:00,FRI,4296,5.4,0,0,55
2019,Jan,11,íÜ,8:00,FRI,4471,6.3,0,0.4,52
2019,Jan,11,íÜ,9:00,FRI,4424,7.8,0,1,49
2019,Jan,11,íÜ,10:00,FRI,4241,9.1,0,1,43
2019,Jan,11,íÜ,11:00,FRI,4099,10.4,0,1,37
2019,Jan,11,íÜ,12:00,FRI,3859,11.3,0,1,34
2019,Jan,11,íÜ,13:00,FRI,3936,11.8,0,1,32
2019,Jan,11,íÜ,14:00,FRI,3929,11.4,0,1,30
2019,Jan,11,íÜ,15:00,FRI,3978,10.8,0,1,32
2019,Jan,11,íÜ,16:00,FRI,4205,9.8,0,1,33
2019,Jan,11,íÜ,17:00,FRI,4439,9.2,0,0.4,33
2019,Jan,11,íÜ,18:00,FRI,4443,8.4,0,0,36
2019,Jan,11,íÜ,19:00,FRI,4349,7.5,0,0,38
2019,Jan,11,íÜ,20:00,FRI,4234,6.3,0,0,41
2019,Jan,11,íÜ,21:00,FRI,4090,6.4,0,0,42
2019,Jan,11,íÜ,22:00,FRI,3922,5.3,0,0,44
2019,Jan,11,íÜ,23:00,FRI,3696,4.6,0,0,47
2019,Jan,12,íÜ,0:00,SAT,3410,4.9,0,0,49
2019,Jan,12,íÜ,1:00,SAT,3239,4.1,0,0,54
2019,Jan,12,íÜ,2:00,SAT,3135,4.2,0,0,56
2019,Jan,12,íÜ,3:00,SAT,3067,4.5,0,0,54
2019,Jan,12,íÜ,4:00,SAT,3035,4.8,0,0,52
2019,Jan,12,íÜ,5:00,SAT,3128,4.4,0,0,54
2019,Jan,12,íÜ,6:00,SAT,3394,4.4,0,0,55
2019,Jan,12,íÜ,7:00,SAT,3730,4.1,0,0,56
2019,Jan,12,íÜ,8:00,SAT,4148,3.9,0,0,59
2019,Jan,12,íÜ,9:00,SAT,4359,3.3,0,0,58
2019,Jan,12,íÜ,10:00,SAT,4371,3.5,0,0,57
2019,Jan,12,íÜ,11:00,SAT,4290,4,0,0,55
2019,Jan,12,íÜ,12:00,SAT,4167,4.1,0,0,63
2019,Jan,12,íÜ,13:00,SAT,4120,4.7,0,0,59
2019,Jan,12,íÜ,14:00,SAT,4049,5.5,0,0,59
2019,Jan,12,íÜ,15:00,SAT,4034,6,0,0,65
2019,Jan,12,íÜ,16:00,SAT,4176,5.6,0,0,69
2019,Jan,12,íÜ,17:00,SAT,4297,5.6,0,0,71
2019,Jan,12,íÜ,18:00,SAT,4276,5.6,0,0,74
2019,Jan,12,íÜ,19:00,SAT,4192,4.8,0,0,92
2019,Jan,12,íÜ,20:00,SAT,4070,4.8,0,0,91
2019,Jan,12,íÜ,21:00,SAT,3882,4.7,0,0,84
2019,Jan,12,íÜ,22:00,SAT,3635,4.2,0,0,93
2019,Jan,12,íÜ,23:00,SAT,3393,5,0,0,88
2019,Jan,13,íÜ,0:00,SUN,3125,5,0,0,89
2019,Jan,13,íÜ,1:00,SUN,2972,5.1,0,0,89
2019,Jan,13,íÜ,2:00,SUN,2891,5,0,0,84
2019,Jan,13,íÜ,3:00,SUN,2842,4.7,0,0,80
2019,Jan,13,íÜ,4:00,SUN,2826,4.7,0,0,76
2019,Jan,13,íÜ,5:00,SUN,2884,4.9,0,0,68
2019,Jan,13,íÜ,6:00,SUN,3050,4.6,0,0,69
2019,Jan,13,íÜ,7:00,SUN,3298,4.4,0,0,67
2019,Jan,13,íÜ,8:00,SUN,3537,4.7,0,0.1,66
2019,Jan,13,íÜ,9:00,SUN,3584,5.1,0,0,63
2019,Jan,13,íÜ,10:00,SUN,3427,5.7,0,0,62
2019,Jan,13,íÜ,11:00,SUN,3275,8.7,0,0.9,53
2019,Jan,13,íÜ,12:00,SUN,3183,9.3,0,1,47
2019,Jan,13,íÜ,13:00,SUN,3130,9.8,0,1,44
2019,Jan,13,íÜ,14:00,SUN,3116,9.3,0,1,42
2019,Jan,13,íÜ,15:00,SUN,3171,9.4,0,1,41
2019,Jan,13,íÜ,16:00,SUN,3381,9,0,1,38
2019,Jan,13,íÜ,17:00,SUN,3764,7,0,0.6,46
2019,Jan,13,íÜ,18:00,SUN,3875,6.8,0,0,59
2019,Jan,13,íÜ,19:00,SUN,3867,5.9,0,0,66
2019,Jan,13,íÜ,20:00,SUN,3835,4.5,0,0,72
2019,Jan,13,íÜ,21:00,SUN,3724,5.5,0,0,67
2019,Jan,13,íÜ,22:00,SUN,3525,5.5,0,0,62
2019,Jan,13,íÜ,23:00,SUN,3353,4.9,0,0,63
2019,Jan,14,íÜ,0:00,MON,3133,4.2,0,0,67
2019,Jan,14,íÜ,1:00,MON,2983,4.2,0,0,66
2019,Jan,14,íÜ,2:00,MON,2913,4.2,0,0,65
2019,Jan,14,íÜ,3:00,MON,2873,4.3,0,0,63
2019,Jan,14,íÜ,4:00,MON,2880,4.7,0,0,60
2019,Jan,14,íÜ,5:00,MON,2987,2.4,0,0,73
2019,Jan,14,íÜ,6:00,MON,3272,2.2,0,0,73
2019,Jan,14,íÜ,7:00,MON,3589,2,0,0,73
2019,Jan,14,íÜ,8:00,MON,3856,2.6,0,0.5,70
2019,Jan,14,íÜ,9:00,MON,3873,4.5,0,1,62
2019,Jan,14,íÜ,10:00,MON,3722,6.4,0,1,56
2019,Jan,14,íÜ,11:00,MON,3604,7.4,0,1,52
2019,Jan,14,íÜ,12:00,MON,3452,8,0,1,45
2019,Jan,14,íÜ,13:00,MON,3445,9.3,0,1,42
2019,Jan,14,íÜ,14:00,MON,3436,9.4,0,1,41
2019,Jan,14,íÜ,15:00,MON,3503,8.9,0,1,43
2019,Jan,14,íÜ,16:00,MON,3748,8.1,0,1,46
2019,Jan,14,íÜ,17:00,MON,4107,8,0,0.6,44
2019,Jan,14,íÜ,18:00,MON,4197,6.2,0,0,51
2019,Jan,14,íÜ,19:00,MON,4168,6.8,0,0,55
2019,Jan,14,íÜ,20:00,MON,4106,5.8,0,0,59
2019,Jan,14,íÜ,21:00,MON,3957,5.1,0,0,66
2019,Jan,14,íÜ,22:00,MON,3720,5.4,0,0,67
2019,Jan,14,íÜ,23:00,MON,3494,4.2,0,0,75
2019,Jan,15,íÜ,0:00,TUE,3231,4.2,0,0,75
2019,Jan,15,íÜ,1:00,TUE,3099,4.3,0,0,75
2019,Jan,15,íÜ,2:00,TUE,3039,4.2,0,0,77
2019,Jan,15,íÜ,3:00,TUE,3017,2.4,0,0,81
2019,Jan,15,íÜ,4:00,TUE,3077,1.4,0,0,80
2019,Jan,15,íÜ,5:00,TUE,3326,1,0,0,81
2019,Jan,15,íÜ,6:00,TUE,3863,1,0,0,82
2019,Jan,15,íÜ,7:00,TUE,4239,1.7,0,0,75
2019,Jan,15,íÜ,8:00,TUE,4573,2.5,0,0.4,76
2019,Jan,15,íÜ,9:00,TUE,4777,3.6,0,0.3,67
2019,Jan,15,íÜ,10:00,TUE,4724,5.1,0,0.3,65
2019,Jan,15,íÜ,11:00,TUE,4650,5.8,0,0,62
2019,Jan,15,íÜ,12:00,TUE,4398,5.6,0,0,63
2019,Jan,15,íÜ,13:00,TUE,4414,7.8,0,0.2,57
2019,Jan,15,íÜ,14:00,TUE,4386,7.4,0,0.2,77
2019,Jan,15,íÜ,15:00,TUE,4295,6.7,0.5,0.1,85
2019,Jan,15,íÜ,16:00,TUE,4460,7,0,1,83
2019,Jan,15,íÜ,17:00,TUE,4667,6.4,0,0.4,88
2019,Jan,15,íÜ,18:00,TUE,4634,6.1,0,0,95
2019,Jan,15,íÜ,19:00,TUE,4516,5.8,0,0,95
2019,Jan,15,íÜ,20:00,TUE,4370,8.8,0,0,75
2019,Jan,15,íÜ,21:00,TUE,4173,9.8,0,0,70
2019,Jan,15,íÜ,22:00,TUE,3910,9.3,0,0,74
2019,Jan,15,íÜ,23:00,TUE,3598,9.8,0,0,75
2019,Jan,16,íÜ,0:00,WED,3318,9.8,0,0,77
2019,Jan,16,íÜ,1:00,WED,3160,5.1,0,0,77
2019,Jan,16,íÜ,2:00,WED,3089,4.1,0,0,72
2019,Jan,16,íÜ,3:00,WED,3055,3.6,0,0,74
2019,Jan,16,íÜ,4:00,WED,3096,3.4,0,0,75
2019,Jan,16,íÜ,5:00,WED,3326,2.7,0,0,76
2019,Jan,16,íÜ,6:00,WED,3798,2.1,0,0,80
2019,Jan,16,íÜ,7:00,WED,4115,3,0,0,76
2019,Jan,16,íÜ,8:00,WED,4303,4.3,0,0.5,73
2019,Jan,16,íÜ,9:00,WED,4325,7.8,0,1,52
2019,Jan,16,íÜ,10:00,WED,4177,9.2,0,1,44
2019,Jan,16,íÜ,11:00,WED,4073,10.6,0,1,39
2019,Jan,16,íÜ,12:00,WED,3865,10.7,0,1,34
2019,Jan,16,íÜ,13:00,WED,4011,10.8,0,1,35
2019,Jan,16,íÜ,14:00,WED,4019,10.7,0,1,33
2019,Jan,16,íÜ,15:00,WED,4081,9.7,0,0.3,34
2019,Jan,16,íÜ,16:00,WED,4317,9.3,0,0,32
2019,Jan,16,íÜ,17:00,WED,4501,8.4,0,0,35
2019,Jan,16,íÜ,18:00,WED,4487,7.8,0,0,35
2019,Jan,16,íÜ,19:00,WED,4384,7.3,0,0,34
2019,Jan,16,íÜ,20:00,WED,4259,6.8,0,0,35
2019,Jan,16,íÜ,21:00,WED,4084,6.1,0,0,37
2019,Jan,16,íÜ,22:00,WED,3865,5.4,0,0,41
2019,Jan,16,íÜ,23:00,WED,3583,5.3,0,0,43
2019,Jan,17,íÜ,0:00,THU,3275,4.9,0,0,44
2019,Jan,17,íÜ,1:00,THU,3117,4.6,0,0,42
2019,Jan,17,íÜ,2:00,THU,3047,4.4,0,0,44
2019,Jan,17,íÜ,3:00,THU,3013,4.3,0,0,46
2019,Jan,17,íÜ,4:00,THU,3056,4.2,0,0,45
2019,Jan,17,íÜ,5:00,THU,3293,3.2,0,0,49
2019,Jan,17,íÜ,6:00,THU,3810,2.8,0,0,51
2019,Jan,17,íÜ,7:00,THU,4166,2.2,0,0,51
2019,Jan,17,íÜ,8:00,THU,4357,2.8,0,0.2,55
2019,Jan,17,íÜ,9:00,THU,4343,6.1,0,1,41
2019,Jan,17,íÜ,10:00,THU,4176,7.8,0,1,36
2019,Jan,17,íÜ,11:00,THU,4024,9.7,0,1,34
2019,Jan,17,íÜ,12:00,THU,3775,10.8,0,1,38
2019,Jan,17,íÜ,13:00,THU,3855,10.8,0,1,42
2019,Jan,17,íÜ,14:00,THU,3848,10.7,0,1,45
2019,Jan,17,íÜ,15:00,THU,3877,10.3,0,1,49
2019,Jan,17,íÜ,16:00,THU,4083,10.1,0,1,47
2019,Jan,17,íÜ,17:00,THU,4346,8.9,0,0.6,59
2019,Jan,17,íÜ,18:00,THU,4364,7.5,0,0,65
2019,Jan,17,íÜ,19:00,THU,4272,6.9,0,0,68
2019,Jan,17,íÜ,20:00,THU,4164,6,0,0,73
2019,Jan,17,íÜ,21:00,THU,3997,5.8,0,0,74
2019,Jan,17,íÜ,22:00,THU,3803,6.3,0,0,59
2019,Jan,17,íÜ,23:00,THU,3555,6.1,0,0,51
2019,Jan,18,íÜ,0:00,FRI,3282,5.9,0,0,51
2019,Jan,18,íÜ,1:00,FRI,3123,6.1,0,0,53
2019,Jan,18,íÜ,2:00,FRI,3066,5.4,0,0,47
2019,Jan,18,íÜ,3:00,FRI,3041,4.7,0,0,43
